Customer_ID,Age,Gender,Persona,Job,Annual_Income,Credit_Score,Account_Balance,Spending_Score,Loan_Amount,Loan_Term_Months,Loan_Default,Customer_Feedback
CUST-507821,62,F,retiree,retired,50695.65,666,458.01,27.56,22019.14,24,0,The employees were very helpful explaining my banking options.
CUST-792929,47,M,professional,Landscape architect,113801.73,729,39150.94,54.63,54932.34,12,1,The branch hours are inconvenient and do not accommodate my busy work schedule.
CUST-742911,19,F,young_adult,None,12565.29,592,80.54,80.54,3749.64,36,0,"Appreciate that they offer mobile check deposit, so convenient."
CUST-680437,36,M,professional,Optometrist,80716.56,612,67738.45,55.92,36517.18,24,1,I find the account management system to be overly complex and difficult to navigate effectively.
CUST-919227,51,F,professional,"Accountant, chartered public finance",83837.15,713,22888.58,44.9,40051.72,60,0,The seamless integration of mobile banking with other financial tools is a plus.
CUST-215122,31,M,professional,"Surveyor, quantity",64572.17,596,19759.87,39.84,29750.95,12,1,The bank's response to potential fraudulent activity on my account was slow and inadequate.
CUST-363845,33,F,professional,Community pharmacist,107746.23,770,4039.22,44.84,22502.8,36,0,Reliable international money transfers helped my business.
CUST-566794,50,F,professional,Oncologist,107099.55,754,28737.27,71.29,18769.87,60,0,I encountered numerous errors while attempting to deposit a check using the mobile deposit feature.
CUST-339418,53,F,professional,Operational investment banker,89939.6,749,9267.15,75.96,8634.19,12,0,Customer service was knowledgeable and quick to address my questions.
CUST-916415,29,F,professional,Medical physicist,66259.84,664,28686.66,52.03,34161.51,60,0,Financial recommendations were easy and valuable.
CUST-967287,40,F,professional,Health service manager,94255.36,801,34347.63,17.09,48020.82,24,0,I appreciate the competitive interest rates on business savings accounts.
CUST-126302,24,F,young_adult,Student,13337.7,534,110.02,74.56,2836.93,60,1,The bank's crypto trading platform is not user-friendly.
CUST-948456,59,F,professional,Statistician,127856.53,786,70981.16,52.64,28359.21,24,0,The bank's mobile deposit feature is frequently unavailable due to technical issues.
CUST-607633,20,M,young_adult,Intern,15940.45,507,627.68,79.87,7913.34,24,1,The bank keeps blocking my crypto transactions without any explanation.
CUST-665852,74,M,retiree,retired,26400.35,621,429.89,46.79,9909.6,12,0,I’m thankful for the excellent security measures protecting my finances.
CUST-417386,41,M,professional,Diplomatic Services operational officer,62974.89,734,31901.58,17.31,26436.2,60,0,The international wire transfer service is efficient and reliable for my business needs.
CUST-171461,57,F,professional,Consulting civil engineer,41818.52,736,13107.09,44.71,10346.76,24,1,The information provided by different customer service representatives was inconsistent.
CUST-722214,49,M,professional,Automotive engineer,88763.78,719,27992.25,43.57,15450.1,36,0,The app made it easy to see my profits and losses.
CUST-899957,43,M,professional,"Civil engineer, contracting",45911.07,739,2453.07,60.79,2796.14,60,0,The staff here knows what they're doing and are professionals.
CUST-438734,23,M,young_adult,Barista,22937.08,471,741.7,84.84,8837.52,60,1,"I can't find fast cash anywhere, this bank won't help!"
CUST-164136,46,F,professional,Warehouse manager,105485.12,638,20858.74,51.7,47724.18,12,0,Setting up and managing business accounts has been a significant advantage.
CUST-156768,29,F,professional,Police officer,53188.04,660,18969.69,37.13,11946.34,12,0,The customer service team was knowledgeable and helpful in addressing my concerns.
CUST-109707,59,M,professional,Theatre manager,85914.3,746,23992.38,53.89,3132.93,36,0,Loan applications were very simple to understand.
CUST-588751,63,F,retiree,retired,28074.3,623,5988.84,32.3,12695.15,12,0,Thank you for treating me with such kindness and respect.
CUST-907959,61,M,retiree,retired,52902.4,662,12509.78,43.69,16146.2,24,0,I really appreciate the helpful and kind staff at the local branch.
CUST-615604,57,F,professional,"Psychotherapist, child",72747.11,706,24891.98,77.94,27901.39,36,0,Reliable international wire transfer service is essential for my business.
CUST-408189,58,F,professional,Health physicist,86262.29,672,42235.53,64.1,13196.15,36,0,Competitive interest rates on business savings are a great benefit.
CUST-208599,21,F,young_adult,Part-time Server,824.96,735,0.16,63.23,1825.58,36,0,The budgeting tools in the app helped me start saving!
CUST-168542,58,M,professional,Insurance underwriter,51792.13,706,17112.94,53.34,8087.57,12,0,"My business account was charged incorrect fees, which took weeks to resolve."
CUST-692072,75,M,retiree,retired,57418.24,592,11643.66,29.12,17941.16,60,0,"The branch is a really friendly place, it's nice to be there."
CUST-297109,24,F,young_adult,Part-time Server,16967.76,584,376.71,79.87,8066.94,24,1,Splitting bills is a total headache using this app. It's incredibly frustrating.
CUST-177150,58,M,professional,Metallurgist,91659.3,824,63454.46,57.57,22467.53,12,0,I save time with a reliable and trustworthy service.
CUST-659583,36,F,professional,"Biochemist, clinical",75210.89,657,22127.08,43.44,35841.51,36,0,The online application process for loans was efficient and easy to navigate.
CUST-590693,34,M,professional,Database administrator,78961.08,776,45705.22,81.21,16516.52,12,0,Clear changes were beneficial to the account.
CUST-685754,43,F,professional,Dispensing optician,90404.18,709,55170.54,48.85,38582.69,12,1,I have consistently had a positive experience with your financial services.
CUST-815970,74,F,retiree,retired,44620.93,694,5178.44,56.27,25115.21,36,0,I’m grateful for the clear explanation of the services you provide.
CUST-830138,30,M,professional,Curator,46322.22,668,6272.97,52.5,2262.52,36,0,I appreciate the proactive notifications regarding my account activity.
CUST-738742,46,M,professional,"Designer, textile",90940.83,818,25606.51,50.29,28974.51,24,0,The staff here knows what they're doing and are professionals.
CUST-210239,29,F,professional,English as a second language teacher,85850.71,674,4347.1,58.74,26183.24,24,0,My business is now easier than ever to manage with these banks.
CUST-869262,47,M,professional,Land/geomatics surveyor,88723.1,625,26572.44,59.52,25875.95,60,0,I'm impressed with the competitive interest rates offered on your premium accounts.
CUST-572373,20,M,young_adult,Intern,10071.19,446,34.83,66.92,2644.76,24,1,"I needed fast cash, but the loan application process was incredibly lengthy."
CUST-665112,31,F,professional,"Designer, furniture",125211.51,694,62792.46,44.25,33537.74,36,0,The competitive interest rates on savings accounts are attractive.
CUST-538203,40,M,professional,Trading standards officer,85677.02,699,14521.55,51.48,5473.14,36,0,Mortgage options were tailored to my specific financial circumstances.
CUST-662396,25,M,professional,Archivist,80002.75,606,57596.41,40.18,2526.99,36,1,I am disappointed by the lack of personalized attention to my specific business needs.
CUST-101231,37,M,professional,Games developer,143869.52,721,88844.04,55.55,58112.54,60,1,Personalized attention during my home loan application was invaluable.
CUST-424253,57,F,professional,"Scientist, audiological",88326.16,703,20637.05,41.15,47669.79,36,0,Saving money on savings accounts can help so much!
CUST-490012,31,F,professional,Forest/woodland manager,43800.81,714,6726.41,61.18,5806.38,60,0,The loan conditions are easy to grasp in this bank.
CUST-182336,58,M,professional,Building services engineer,118610.1,615,25389.16,63.79,42696.38,12,1,"The wire transfer process is slow and inefficient, causing delays in international payments."
CUST-840874,77,F,retiree,retired,37055.83,646,9618.86,31.62,16378.9,60,1,"I tried to reset my password, but it just kept saying 'error'; I'm very frustrated."
CUST-509063,42,F,professional,"Conservator, furniture",70125.07,812,68090.66,42.2,5769.22,24,0,The bank's commitment to innovation has greatly improved my banking experience.
CUST-332641,57,M,professional,Theme park manager,108995.63,732,15207.92,49.85,4850.84,12,0,Competitive savings account interest rates make my business so simple.
CUST-110652,31,F,professional,Geographical information systems officer,87815.96,703,31255.13,50.03,30068.64,24,0,I commend the bank's commitment to providing excellent customer support.
CUST-912710,76,M,retiree,retired,24858.94,754,5029.99,47.96,5157.19,24,1,"The bank is constantly changing, and I get a headache just trying to understand the changes"
CUST-942877,52,F,professional,Call centre manager,81659.74,739,7495.68,61.31,34502.09,24,1,I experienced significant delays in receiving a tax refund due to the bank's negligence.
CUST-905309,20,F,young_adult,Part-time Server,12032.92,625,251.19,73.52,6380.6,12,0,The quick features are wonderful!
CUST-900527,47,M,professional,Commercial horticulturist,28321.02,624,14321.24,40.55,3092.1,36,0,The fees charged for overdraft protection are predatory and disproportionate to the service provided.
CUST-787828,45,M,professional,Fish farm manager,106848.38,697,22350.16,45.84,9288.75,60,0,Excellent savings account interest rates are truly beneficial.
CUST-339059,51,M,professional,Art therapist,78958.91,658,65049.03,46.47,33990.07,36,0,I have consistently had a positive experience with your financial services.
CUST-694125,73,F,retiree,retired,56174.56,688,16329.9,31.82,25439.83,24,1,The bank's communication is confusing; I rarely understand what they're telling me.
CUST-472663,22,F,young_adult,Student,13568.8,751,140.54,57.01,4650.81,60,0,I am very pleased with the support available on the app!
CUST-701650,20,M,young_adult,Intern,29450.44,748,1470.86,65.11,13127.4,12,0,The customer support chat is surprisingly helpful and quick to respond.
CUST-606536,38,M,professional,"Surveyor, building control",120941.51,665,5384.85,55.37,8129.65,60,0,I am impressed with the bank's proactive fraud prevention measures.
CUST-288273,58,M,professional,"Teacher, music",120179.55,840,34891.01,60.57,55464.14,60,1,My attempts to resolve a billing error have been unsuccessful despite multiple calls.
CUST-904071,56,F,professional,Occupational psychologist,93591.78,687,60774.54,46.67,8025.72,12,0,High interest rates and benefits are a huge reason to be with the bank.
CUST-417143,52,M,professional,Astronomer,88687.67,676,35687.66,54.56,50023.8,12,0,I am satisfied with the personalized financial advice I received from my account manager.
CUST-811500,40,F,professional,Cytogeneticist,119705.24,805,30372.57,45.69,4799.11,12,0,Seamless mobile banking integration is a major convenience.
CUST-135006,48,F,professional,Ship broker,90142.56,688,51096.87,81.11,28616.75,36,0,Many great products exist that satisfy my needs.
CUST-679994,40,F,professional,Toxicologist,88668.17,686,3602.33,61.07,29844.68,36,0,Personalized financial advice has been invaluable to my investment strategy.
CUST-372165,72,F,retiree,retired,52475.07,620,4916.1,23.87,5064.93,36,0,I'm very happy with the assistance I received in securing my account.
CUST-704386,58,M,professional,Prison officer,49589.24,669,6226.69,51.1,13075.96,24,0,Security makes me feel like I can be worry-free from theft.
CUST-197834,76,F,retiree,retired,44959.79,641,4397.87,23.89,22234.57,24,1,The bank keeps sending me confusing emails; I can't understand what they want from me.
CUST-950977,38,F,professional,Dispensing optician,83460.67,712,33750.83,31.47,35367.98,36,1,The bank's failure to adequately protect my personal information has resulted in identity theft.
CUST-383187,72,F,retiree,retired,48082.74,604,30482.65,43.63,16590.55,12,0,The branch staff were so understanding of my difficulty with the app.
CUST-999803,57,M,professional,Office manager,56649.7,764,6726.26,52.47,23393.41,12,0,I appreciate the proactive notifications regarding my account activity.
CUST-595782,73,F,retiree,retired,34190.89,658,5602.63,15.44,16123.95,24,0,The ease of managing my pension online is a wonderful convenience.
CUST-129874,30,M,professional,"Presenter, broadcasting",72827.31,745,17602.97,60.06,18825.22,12,0,The available online resources are comprehensive and informative.
CUST-851879,29,F,professional,Chief Executive Officer,75774.07,728,2312.89,43.43,44665.01,24,1,The bank's proactive approach to fraud prevention is highly reassuring.
CUST-684403,23,M,young_adult,Intern,17669.83,569,65.78,48.13,6483.9,60,1,I can't find anything in this app!
CUST-396808,67,F,retiree,retired,45419.94,701,13518.71,35.93,20532.88,12,0,Thank you for treating me with such kindness and respect.
CUST-677028,59,M,professional,"Education officer, museum",76780.96,729,24475.95,45.43,31415.81,24,0,The mortgage options available were tailored to my specific financial situation.
CUST-659601,55,M,professional,Petroleum engineer,81693.81,724,16739.02,64.11,28083.93,24,0,The bank's dedication to community involvement is commendable.
CUST-955340,35,M,professional,Meteorologist,121585.9,850,30410.45,55.84,58375.36,24,0,The staff has been helpful and has not been invasive.
CUST-531201,45,M,professional,Building control surveyor,38394.21,724,16454.53,78.42,8783.94,60,1,I experienced significant delays in receiving a replacement credit card after reporting it lost or stolen.
CUST-755354,79,F,retiree,retired,39204.04,697,685.24,34.53,11228.81,12,0,I really like having a physical branch to go to if I need it.
CUST-411764,76,M,retiree,retired,54085.13,633,17622.82,53.97,12694.24,60,0,The bank should have better accessibility options for those hard of seeing.
CUST-463509,62,M,retiree,retired,23409.26,642,7245.61,8.68,5276.88,12,1,I'm worried about the future of banking; it's all becoming too automated and impersonal.
CUST-131323,23,M,young_adult,Barista,20960.6,551,142.31,68.32,8464.4,60,1,The interest rates on your student loans are insane! How are we supposed to pay this off?
CUST-407970,46,M,professional,Dispensing optician,78449.13,697,22622.29,27.16,34882.47,24,0,The seamless integration of mobile banking with other financial tools is a plus.
CUST-658152,51,F,professional,"Engineer, control and instrumentation",62491.41,766,20518.96,46.12,10228.4,24,0,Many great products exist that satisfy my needs.
CUST-426057,80,M,retiree,retired,47472.8,620,11195.51,22.39,24971.79,12,0,The staff always go the extra mile in the local branch; it’s heartening.
CUST-514815,79,M,retiree,retired,47362.77,600,30352.05,12.83,27781.12,24,1,I dislike this bank. I'm closing my account.
CUST-294830,71,M,retiree,retired,43719.4,651,6987.59,36.98,14711.98,36,0,I appreciate the friendly and helpful service I always receive at the branch.
CUST-397185,75,M,retiree,retired,34760.85,703,1295.63,22.59,18364.27,60,0,I appreciate the effort that has gone into making things secure.
CUST-213532,54,M,professional,Financial trader,68833.55,783,27748.0,78.03,28705.49,36,0,Notifications regarding my bank account are helpful and not intrusive.
CUST-499174,59,M,professional,"Secretary, company",99766.61,738,8814.24,53.9,54724.64,24,1,The bank's mobile app is unreliable and lacks essential features.
CUST-897008,23,M,young_adult,Part-time Server,6626.06,551,95.93,79.68,2692.71,12,0,The speedy transfer times are a real win for me.
CUST-723510,72,F,retiree,retired,46436.28,796,17528.61,31.53,22691.48,60,0,I'm extremely happy with how the pension plan is managed.
CUST-512420,76,F,retiree,retired,59759.87,652,4206.05,21.77,4311.1,24,0,I appreciate the service I get whenever I visit the branch.
CUST-998680,39,M,professional,Set designer,76622.27,667,12960.59,51.91,7637.97,36,0,I appreciate the straightforward process for international wire transfers; it's very reliable.
CUST-654350,60,M,retiree,retired,56760.69,631,14205.54,26.4,19935.3,36,0,I appreciate the security measures in place to protect my account.
CUST-510185,50,F,professional,Information systems manager,99202.99,696,40050.78,32.83,56154.83,60,0,The online application process for loans was efficient and easy to navigate.
CUST-818876,80,F,retiree,retired,66704.9,688,2861.21,20.94,6630.3,36,0,I’m thankful for the dedicated customer service and support.
CUST-126672,67,M,retiree,retired,38926.02,690,3264.74,38.72,12927.52,24,0,I feel secure knowing my retirement savings are in good hands.
CUST-570623,73,F,retiree,retired,33192.09,681,1803.52,44.34,11879.75,12,0,The staff always provide excellent service in my branch.
CUST-346692,45,F,professional,Lexicographer,100350.69,778,29504.35,79.46,22107.98,12,0,User-friendly online platform simplifies managing my finances.
CUST-521425,21,M,young_adult,Intern,13085.44,689,154.67,65.17,7463.34,24,0,I've had a great experience with the mobile app!
CUST-127626,56,F,professional,Market researcher,46210.14,740,15162.85,34.79,15616.92,60,1,I was subjected to excessive questioning and scrutiny when attempting to open a new business account.
CUST-648126,60,F,retiree,retired,42660.77,719,24686.57,26.1,13085.83,60,0,The branch on Main Street is always clean and the staff is friendly.
CUST-392476,39,F,professional,Tourism officer,102270.45,727,18538.41,63.76,39034.22,24,0,The bank's online banking platform is vulnerable to hacking and cyberattacks.
CUST-618510,48,M,professional,Information officer,105223.17,706,10788.98,45.9,40377.05,24,0,The variety of financial products offered meets my diverse investment requirements.
CUST-813123,64,M,retiree,retired,35545.49,767,3312.06,27.72,19514.72,36,1,This bank always prioritizes profit over customer service and it is not fair.
CUST-179049,29,F,professional,"Engineer, agricultural",88346.59,743,22585.8,79.48,9934.33,24,0,Mortgage options were tailored to my specific financial circumstances.
CUST-572975,77,F,retiree,retired,61601.38,574,2551.73,26.67,26520.75,24,1,"The bank's policies seem designed to benefit them, not their customers."
CUST-489790,29,M,professional,"Engineer, mining",81256.99,648,56560.95,36.82,26890.2,12,0,Saving money on savings accounts can help so much!
CUST-767346,76,F,retiree,retired,36583.18,650,11032.36,11.3,2951.54,12,1,The bank's legacy is tarnished; it will be remembered for its mistakes.
CUST-216810,65,M,retiree,retired,33690.67,691,6862.18,33.84,14098.09,36,0,I am grateful for the peace of mind your services have provided me.
CUST-567119,23,F,young_adult,None,7515.15,557,378.54,70.08,2061.43,36,0,The security features of the app make me feel very safe!
CUST-310963,58,M,professional,Web designer,72038.62,704,33224.38,55.54,6240.01,12,1,The high fees associated with early withdrawal from a certificate of deposit are unreasonable.
CUST-924566,22,F,young_adult,None,17476.35,665,546.07,76.77,10350.27,12,0,This is the best banking application I've used!
CUST-640627,54,F,professional,TEFL teacher,15182.61,727,5243.09,51.1,5675.9,60,0,I appreciate the competitive interest rates on business savings accounts.
CUST-630479,37,M,professional,IT trainer,111049.49,681,78964.42,52.99,27209.19,36,0,The bank's community involvement is something I truly admire.
CUST-604006,33,M,professional,Medical illustrator,105515.59,738,60649.76,55.09,36424.47,60,1,The branch hours are inconvenient and do not accommodate my busy work schedule.
CUST-960630,26,F,professional,"Nurse, mental health",58568.17,826,13093.21,64.76,32248.21,12,1,My mortgage application was inexplicably rejected despite my excellent credit history and stable income.
CUST-764609,25,M,professional,Field trials officer,78925.42,784,32732.51,39.16,27016.49,60,0,The expertise of the banking staff was invaluable in securing my business loan.
CUST-893475,65,M,retiree,retired,63280.66,521,4980.26,15.09,31920.1,60,1,I received amazing customer service today; I can't thank you enough.
CUST-972697,74,F,retiree,retired,41798.16,639,29174.19,50.35,17086.35,36,1,I am very skeptical about how safe my money is in your branch!
CUST-513006,61,F,retiree,retired,46816.42,634,13413.4,34.73,18871.75,36,1,The bank never answers questions. My phone calls always are sent to voicemail.
CUST-424079,54,M,professional,Food technologist,142343.64,692,50875.31,55.85,51260.68,12,0,The integration of mobile banking with other financial tools is seamless.
CUST-979943,67,M,retiree,retired,53833.94,645,17702.96,34.26,20191.68,12,1,I'm extremely happy with how the pension plan is managed.
CUST-879514,80,F,retiree,retired,50885.87,626,13653.49,38.76,22918.8,12,0,The branch staff were incredibly patient explaining the new website to me.
CUST-338926,56,M,professional,Market researcher,120801.47,754,39026.85,42.85,34530.48,36,0,I've had a consistently positive experience with your financial services over the years.
CUST-723697,51,M,professional,Farm manager,62683.79,681,7810.48,22.33,2911.89,24,0,The communication regarding account updates is clear and concise.
CUST-286592,60,M,retiree,retired,50928.97,676,11270.12,38.97,11411.31,24,0,Thank you for making the account application process so easy to follow.
CUST-306974,60,M,retiree,retired,49730.9,651,37675.58,41.77,15156.81,12,0,I feel secure knowing my retirement savings are in good hands.
CUST-176541,37,F,professional,Careers adviser,54394.67,673,37882.43,50.82,20412.54,24,0,The communication regarding account updates is clear and concise.
CUST-259981,59,F,professional,Waste management officer,60049.85,762,20583.66,49.71,26638.41,24,0,Personalized attention during my home loan application was invaluable.
CUST-161971,44,F,professional,"Engineer, land",65458.33,724,15675.9,36.19,17593.59,36,0,The implemented security provides peace of mind during transactions.
CUST-563637,80,F,retiree,retired,44997.02,758,2473.87,23.8,14288.88,24,0,I am grateful for the dedicated attention to detail in managing my pension.
CUST-614939,55,F,professional,Early years teacher,71437.44,609,20082.0,60.36,16715.13,12,1,I am concerned about the bank's ethical practices and its impact on the local business community.
CUST-853300,19,M,young_adult,Intern,8369.99,529,513.35,76.23,2914.73,12,1,Trying to split bills with roommates is a nightmare; the app makes it so complicated.
CUST-651967,36,M,professional,Manufacturing systems engineer,73628.58,685,7710.26,49.23,28771.09,24,0,The clear and concise communication regarding account updates is much appreciated.
CUST-535002,80,F,retiree,retired,68851.99,690,20978.71,34.6,37044.45,12,0,The phone support agent was so kind in helping me reset my password.
CUST-150624,62,M,retiree,retired,49297.92,658,5117.82,42.52,2474.1,12,0,I was very impressed with the efficient service I received at the branch.
CUST-689810,56,M,professional,"Designer, interior/spatial",56614.18,743,40975.01,16.46,4417.43,60,0,I have only had great things to say about this bank.
CUST-884974,40,M,professional,Financial risk analyst,98210.36,699,44887.88,81.68,11668.01,12,0,Online finance management has saved me a lot of time and effort.
CUST-440893,38,M,professional,Warden/ranger,66779.05,690,44737.37,95.75,14243.69,24,0,The implemented security provides peace of mind during transactions.
CUST-507561,39,F,professional,Medical sales representative,124246.71,603,26669.17,38.25,2037.82,12,0,Professional staff members made me feel comfortable.
CUST-317074,23,M,young_adult,Part-time Server,17435.58,741,82.23,64.17,6746.64,24,0,The crypto features are cutting-edge!
CUST-796276,35,F,professional,"Journalist, broadcasting",74118.36,628,28106.04,54.64,8937.46,36,0,The available online resources are comprehensive and informative.
CUST-193589,47,M,professional,Tourist information centre manager,88878.93,705,44335.9,62.36,28954.43,12,0,Clear and concise communication regarding account status changes.
CUST-918096,22,F,young_adult,None,13901.74,633,605.66,66.12,7337.18,24,1,Splitting bills is easier using physical cash than this awful app.
CUST-958469,33,F,professional,Higher education careers adviser,75267.16,659,11348.37,54.3,27555.24,12,0,Modern technology has improved the banking system.
CUST-844202,68,F,retiree,retired,25325.02,730,1767.43,29.51,7823.22,36,1,The bank's management is out of touch with the needs of ordinary customers.
CUST-969487,24,F,young_adult,None,22171.4,590,39.36,58.73,9774.99,24,1,I'm worried about the security of my transactions on the crypto platform.
CUST-963606,68,M,retiree,retired,48862.43,649,11096.69,19.18,5524.54,12,0,The customer support team were friendly and very efficient.
CUST-352753,62,M,retiree,retired,39182.0,577,1021.99,16.91,12613.3,12,1,The bank makes me feel uncomfortable. It's not welcoming.
CUST-903023,61,F,retiree,retired,28411.28,696,4515.43,17.1,7923.83,36,0,I appreciate the extra precautions taken to ensure my account's security.
CUST-738231,27,F,professional,"Accountant, chartered certified",87965.38,640,2636.77,48.8,44761.04,12,0,Security makes me feel like I can be worry-free from theft.
CUST-390933,60,M,retiree,retired,42671.06,753,11149.41,40.72,21479.46,60,1,The bank's reputation is declining; I'm ashamed to be a customer.
CUST-106067,20,M,young_adult,Barista,15739.59,615,461.19,61.45,6331.27,24,0,"I appreciate the security features of the app, makes me feel safe."
CUST-635987,54,M,professional,Education administrator,114168.31,690,32196.1,28.05,22720.58,60,0,The competitive interest rates on savings accounts are attractive.
CUST-101648,24,F,young_adult,Barista,14829.36,590,827.31,69.82,3430.12,12,0,I am excited by their seamless integration of all financial aspects!
CUST-311503,59,F,professional,"Engineer, automotive",127032.39,757,77947.12,43.75,57787.13,12,1,My mortgage application was inexplicably rejected despite my excellent credit history and stable income.
CUST-133606,28,F,professional,"Production assistant, television",74157.38,697,27958.54,61.62,41123.56,36,1,I am worried about the bank's long-term financial stability given recent economic challenges.
CUST-367860,20,M,young_adult,None,17669.16,574,155.85,63.49,4553.46,60,1,The crypto platform is down more often than it's up. I can't rely on it.
CUST-685362,59,F,professional,Freight forwarder,116098.57,640,17642.26,38.3,15344.74,36,0,Mortgage options allowed me to finance my business in ease.
CUST-771455,55,M,professional,Jewellery designer,38071.51,665,4562.16,23.12,20992.69,24,0,The online platform's efficiency has greatly streamlined our business transactions.
CUST-334438,50,F,professional,Exhibition designer,88521.65,745,16106.76,28.07,13033.86,36,0,Clear and concise communication regarding account status changes.
CUST-390698,25,M,professional,Multimedia specialist,72789.07,610,7473.4,82.61,19336.54,36,0,Customer service was knowledgeable and quick to address my questions.
CUST-979596,56,F,professional,Mudlogger,119164.33,672,38389.0,38.83,69545.41,60,1,I value the bank's commitment to ethical and transparent practices.
CUST-280526,74,M,retiree,retired,43750.45,703,7192.58,17.94,12878.29,60,0,I hate how the bank doesn't listen to what I need. What is going on?
CUST-438597,28,F,professional,Neurosurgeon,87079.2,613,87437.68,45.87,6648.41,12,0,I have consistently had a positive experience with your financial services.
CUST-132139,74,M,retiree,retired,53219.37,684,19008.51,18.21,30553.35,36,1,The new branch is not accessible for people with disabilities and seniors.
CUST-578347,75,F,retiree,retired,35902.64,733,4962.76,40.75,10627.02,12,0,The staff at the local branch are always so kind and accommodating.
CUST-597235,20,F,young_adult,Barista,11862.78,473,333.76,84.36,5110.25,24,0,I love how quickly I can handle splitting expenses on the app!
CUST-160511,29,F,professional,"Therapist, drama",74775.05,780,13541.53,69.64,40784.15,12,0,Competitive savings account interest rates make my business so simple.
CUST-995701,30,F,professional,Nutritional therapist,98647.27,647,63571.77,49.96,16665.01,60,1,The lack of transparency in the account statements makes it difficult to track my expenses effectively.
CUST-497281,62,M,retiree,retired,57938.9,654,7940.64,24.82,34069.04,60,1,This bank's customer service is not very good. No one listens!
CUST-734551,77,F,retiree,retired,46198.79,657,1450.97,30.46,24020.48,36,0,Your kind representatives helped me solve my problem quickly.
CUST-861475,64,M,retiree,retired,33596.67,678,2577.96,23.71,10296.6,36,0,I am happy with the peace of mind knowing my savings are well protected.
CUST-547499,19,M,young_adult,None,19673.89,637,145.73,48.23,6028.81,24,0,I am happy with fast cash in emergencies!
CUST-699932,25,M,professional,Mudlogger,105826.8,690,7113.36,63.21,12174.04,60,0,I value the bank's commitment to ethical and transparent practices.
CUST-717815,25,M,professional,Site engineer,84335.55,682,9323.42,26.47,45623.5,60,1,The high-interest rates make it difficult to manage my mortgage effectively.
CUST-406536,71,M,retiree,retired,42222.55,745,2955.56,33.9,17349.01,12,1,The bank's lack of transparency is unsettling; I feel like I'm not being told the whole story.
CUST-679643,25,M,professional,Health physicist,97814.36,782,26966.05,60.96,9373.95,36,0,The online banking interface is user-friendly and allows for effortless financial management.
CUST-441136,53,M,professional,"Production assistant, television",66802.23,744,40773.41,48.08,8101.14,12,0,Clarity of loan terms and conditions made me trust the process.
CUST-649430,52,F,professional,Seismic interpreter,55750.71,754,13636.17,47.2,15647.6,12,0,Everyone has done a great job helping prevent fraud!
CUST-622370,71,M,retiree,retired,39222.74,723,12646.48,41.87,13840.33,36,0,The security measures you have in place give me great peace of mind.
CUST-791950,28,M,professional,Television/film/video producer,84416.87,736,29645.42,75.65,5835.35,60,0,Prompt customer support is beneficial to everyone in the bank.
CUST-856024,42,F,professional,Community arts worker,54071.83,720,11861.08,31.79,15191.03,36,0,The bank is committed to making the community a better place.
CUST-826792,43,M,professional,"Pilot, airline",103975.46,773,24323.02,31.9,38592.61,12,1,"My business account was charged incorrect fees, which took weeks to resolve."
CUST-324839,79,F,retiree,retired,22785.52,726,749.33,24.34,9794.54,24,0,I love how the branch is so warm and welcoming.
CUST-772015,19,F,young_adult,None,16476.19,513,49.69,54.22,4391.5,12,1,"My account was hacked, and the bank is not taking it seriously."
CUST-506573,23,M,young_adult,Student,15122.92,713,203.08,63.81,7803.9,24,0,"The instant cash advances have saved me more than once, seriously life-saving."
CUST-593689,69,F,retiree,retired,38108.75,812,2670.11,28.16,17448.22,60,1,The bank's location is inconvenient. What a trouble.
CUST-505749,26,M,professional,Chartered certified accountant,71768.41,775,51028.16,62.95,10757.56,12,0,I value the bank's commitment to ethical business practices.
CUST-392634,21,F,young_adult,Part-time Server,15349.85,604,57.18,78.12,7733.76,60,1,I'm impressed with how they help younger demographics!
CUST-883951,40,M,professional,"Pharmacist, hospital",109860.87,780,20167.33,46.61,3224.02,24,0,Your mortgage options provided me with the flexibility I needed for my new home purchase.
CUST-185260,46,F,professional,Commercial art gallery manager,110801.42,714,13238.99,27.64,61997.94,60,0,The bank's proactive approach to fraud prevention is highly reassuring.
CUST-321098,56,M,professional,Electrical engineer,74722.88,750,28130.31,72.25,20924.4,36,1,The bank's underwriting process for commercial loans is overly conservative and restrictive.
CUST-997688,67,M,retiree,retired,45752.06,709,11979.04,33.75,19668.84,36,1,I'm so angry that my call wasn't returned; I've been waiting three days; what about my query?
CUST-436459,21,M,young_adult,Intern,13195.11,751,133.64,82.01,4624.75,24,0,"Opening an account was incredibly simple and straightforward, no issues."
CUST-453327,45,M,professional,"Exhibitions officer, museum/gallery",40093.94,637,4969.97,51.94,9123.31,24,0,The security measures in place provide peace of mind during transactions.
CUST-735336,52,F,professional,English as a second language teacher,33955.4,689,10151.64,74.7,19241.01,24,0,The bank's proactive approach to fraud prevention is highly reassuring.
CUST-872089,53,M,professional,Aeronautical engineer,44376.42,745,23779.29,67.54,26479.47,36,1,"The bank's website is difficult to navigate, making it hard to find relevant information quickly."
CUST-874351,69,M,retiree,retired,64176.76,725,24157.73,34.89,22376.04,60,0,The security measures give me great confidence in your services.
CUST-816018,32,M,professional,Cartographer,82210.86,797,31983.27,51.27,44835.3,60,1,"I am concerned about the data security protocols in place, especially regarding sensitive financial information."
